,0
647,1251
648,153
649,1868
650,973
651,1547
652,349
653,1846
654,901
655,726
656,1727
657,858
658,574
659,2016
660,2272
661,880
662,2809
663,1379
664,684
665,1247
666,2107
667,442
668,3139
669,3081
670,802
671,3186
672,2830
673,3056
674,3213
675,1415
676,1887
677,1666
678,875
679,295
680,3108
681,1661
682,230
683,1576
684,728
685,1579
686,3075
687,2158
688,1112
689,2590
690,91
691,24
692,2624
693,3002
694,491
695,186
696,2151
697,570
698,825
699,2129
700,2336
701,710
702,1226
703,1575
704,1544
705,670
706,2808
707,83
708,82
709,569
710,2614
711,2270
712,2434
713,2916
714,1517
715,558
716,1498
717,1351
718,1354
719,1098
720,2941
721,1140
722,184
723,2008
724,207
725,1414
726,2137
727,466
728,493
729,903
730,1921
731,1394
732,1780
733,2670
734,1366
735,2478
736,2467
737,1227
738,2638
739,1670
740,1684
741,1880
742,2348
743,498
744,2928
745,124
746,1317
747,1086
748,1313
749,1487
750,544
751,1662
752,1930
753,1734
754,1608
755,1068
756,2214
757,1335
758,1066
759,1192
760,1144
761,2187
762,2282
763,237
764,1856
765,1411
766,1065
767,2094
768,867
769,2081
770,170
771,1620
772,1752
773,2320
774,1883
775,2578
776,966
777,848
778,431
779,1786
780,2220
781,2206
782,1177
783,2994
784,1382
785,659
786,1419
787,590
788,1443
789,1642
790,397
791,1700
792,474
793,1731
794,1649
795,1395
796,2549
797,674
798,2597
799,2511
800,791
801,2216
802,2953
803,2684
804,3036
805,2112
806,1784
807,1983
808,1079
809,195
810,1733
811,2640
812,1209
813,2277
814,1800
815,1955
816,28
817,1180
818,2148
819,3045
820,1953
821,2258
822,1503
823,97
824,2886
825,2453
826,2304
827,1639
828,1505
829,280
830,1552
831,2661
832,126
833,2921
834,1870
835,643
836,135
837,889
838,2062
839,2226
840,945
841,2683
842,1131
843,2205
844,1407
845,2023
846,3052
847,1094
848,2490
849,1797
850,1577
851,2211
852,1454
853,958
854,866
855,74
856,1927
857,1882
858,733
859,2306
860,1311
861,1105
862,2219
863,2374
864,2250
865,1949
866,2974
867,1224
868,2505
869,72
870,1426
871,2292
872,2613
873,1850
874,1403
875,306
876,2353
877,1562
878,852
879,2839
880,1449
881,642
882,1396
883,2666
884,1291
885,505
886,460
887,2816
888,2395
889,1583
890,1236
891,1844
892,2223
893,111
894,2263
895,2530
896,1560
897,2493
898,2858
899,1461
900,1075
901,1740
902,1915
903,2181
904,181
905,2445
906,2481
907,1854
908,907
909,2500
910,2961
911,1267
912,2544
913,1173
914,3030
915,449
916,2716
917,1902
918,3083
919,2450
920,2681
921,625
922,1683
923,2895
924,1159
925,1838
926,1114
927,1100
928,356
929,2301
930,1739
931,1926
932,1378
933,2073
934,1978
935,3043
936,2139
937,1821
938,3020
939,1933
940,940
941,1048
942,2482
943,529
944,2391
945,229
946,2559
947,1320
948,1055
949,2712
950,1977
951,942
952,1966
953,2627
954,2438
955,814
956,1837
957,2583
958,546
959,2871
960,1087
961,1293
962,2056
963,1334
964,2489
965,1172
966,2238
967,2851
968,661
969,884
970,3005
971,2572
972,1900
973,1363
974,2519
975,2460
976,1652
977,745
978,2342
979,2198
980,193
981,2313
982,3053
983,771
984,1368
985,1214
986,2305
987,3013
988,1152
989,1427
990,1336
991,2431
992,1277
993,1250
994,1473
995,850
996,3062
997,2447
998,1703
999,369
1000,2417
1001,146
1002,2086
1003,1091
1004,1089
1005,2803
1006,2473
1007,3082
1008,2495
1009,2221
1010,3019
1011,1130
1012,2411
1013,216
1014,2057
1015,2208
1016,1942
1017,279
1018,2042
1019,1657
1020,2027
1021,1628
1022,1229
1023,1839
1024,1383
1025,2156
1026,2833
1027,2639
1028,621
1029,2909
1030,1397
1031,292
1032,355
1033,2675
1034,2218
1035,1687
1036,2117
1037,2929
1038,2146
1039,2709
1040,2235
1041,2420
1042,3104
1043,857
1044,634
1045,1370
1046,1102
1047,2122
1048,2868
1049,3029
1050,2386
1051,2399
1052,2488
1053,2155
1054,1807
1055,1031
1056,2
1057,1941
1058,2547
1059,612
1060,2119
1061,2890
1062,2828
1063,2003
1064,2099
1065,778
1066,1820
1067,1775
1068,2120
1069,2608
1070,2088
1071,2177
1072,1466
1073,3105
1074,2920
1075,1325
1076,808
1077,2040
1078,1613
1079,1841
1080,2633
1081,3218
1082,1515
1083,855
1084,1258
1085,1085
1086,1315
1087,2065
1088,3021
1089,2110
1090,975
1091,1284
1092,2894
1093,1468
1094,2394
1095,1580
1096,2776
1097,534
1098,2532
1099,2814
1100,3061
1101,78
1102,3064
1103,637
1104,1036
1105,2487
1106,2948
1107,1016
1108,2837
1109,2990
1110,1873
1111,2651
1112,2113
1113,2955
1114,2050
1115,1384
1116,130
1117,1787
1118,2930
1119,1392
1120,2375
1121,2332
1122,1083
1123,991
1124,2996
1125,3050
1126,524
1127,2415
1128,2237
1129,2653
1130,1736
1131,1988
1132,3132
1133,3085
1134,2595
1135,1945
1136,1892
1137,1151
1138,354
1139,3133
1140,2529
1141,1549
1142,472
1143,1153
1144,3087
1145,2938
1146,1408
1147,1819
1148,3145
1149,1876
1150,1781
1151,1940
1152,1980
1153,2228
1154,400
1155,2577
1156,3038
1157,2093
1158,2844
1159,1364
1160,2598
1161,2556
1162,1960
1163,1028
1164,1749
1165,2654
1166,1232
1167,2408
1168,2713
1169,3231
1170,143
1171,2350
1172,2084
1173,2425
1174,776
1175,583
1176,2574
1177,1283
1178,2601
1179,1504
1180,2710
1181,2125
1182,2672
1183,2422
1184,2935
1185,2188
1186,622
1187,1133
1188,3138
1189,2908
1190,285
1191,1526
1192,2234
1193,2451
1194,3147
1195,849
1196,1961
1197,1146
1198,3119
1199,587
1200,1817
1201,2708
1202,2971
1203,2779
1204,79
1205,3237
1206,1540
1207,2307
1208,1213
1209,2872
1210,2254
1211,543
1212,2695
1213,1455
1214,2255
1215,1976
1216,1680
1217,2444
1218,2154
1219,1255
1220,2820
1221,2985
1222,1553
1223,1373
1224,2725
1225,3168
1226,2359
1227,2083
1228,2865
1229,1799
1230,398
1231,2604
1232,327
1233,2517
1234,963
1235,1377
1236,502
1237,1372
1238,2883
1239,1557
1240,599
1241,647
1242,2498
1243,767
1244,695
1245,221
1246,2679
1247,1565
1248,1630
1249,1637
1250,2910
1251,1723
1252,2637
1253,2663
1254,3234
1255,2738
1256,1341
1257,3120
1258,3032
1259,1782
1260,1050
1261,547
1262,2026
1263,2730
1264,104
1265,1726
1266,954
1267,956
1268,190
1269,2926
1270,64
1271,744
1272,268
1273,2168
1274,2931
1275,1202
1276,1240
1277,2010
1278,2535
1279,235
1280,71
1281,2969
1282,173
1283,3080
1284,640
1285,716
1286,2813
1287,259
1288,950
1289,2078
1290,407
1291,2382
1292,2804
1293,732
1294,628
1295,175
1296,514
1297,1095
1298,3117
1299,690
1300,2834
1301,423
1302,3175
1303,2162
1304,887
1305,2528
1306,2741
1307,2466
1308,239
1309,1041
1310,722
1311,3007
1312,2662
1313,2715
1314,2840
1315,708
1316,2215
1317,815
1318,2072
1319,31
1320,675
1321,873
1322,1732
1323,167
1324,92
1325,598
1326,2537
1327,840
1328,3086
1329,759
1330,696
1331,52
1332,108
1333,2784
1334,1275
1335,1502
1336,2634
1337,1389
1338,781
1339,2641
1340,568
1341,451
1342,2496
1343,275
1344,58
1345,1340
1346,871
1347,1522
1348,537
1349,3101
1350,586
1351,897
1352,2652
1353,796
1354,1009
1355,187
1356,1307
1357,141
1358,1614
1359,2756
1360,2297
1361,3109
1362,1790
1363,1717
1364,283
1365,2758
1366,837
1367,1650
1368,2643
1369,453
1370,2958
1371,639
1372,20
1373,2918
1374,7
1375,673
1376,365
1377,3035
1378,489
1379,361
1380,2778
1381,1801
1382,817
1383,339
1384,2789
1385,267
1386,127
1387,824
1388,1007
1389,1543
1390,952
1391,863
1392,920
1393,2674
1394,2280
1395,1962
1396,623
1397,2381
1398,53
1399,1005
1400,119
1401,269
1402,2271
1403,1070
1404,1697
1405,2821
1406,1633
1407,755
1408,1556
1409,1431
1410,876
1411,827
1412,2421
1413,676
1414,3144
1415,212
1416,877
1417,209
1418,1824
1419,2407
1420,3185
1421,1605
1422,2534
1423,342
1424,2704
1425,2281
1426,2882
1427,2727
1428,1715
1429,1019
1430,2441
1431,70
1432,2392
1433,308
1434,2569
1435,2691
1436,2533
1437,617
1438,2002
1439,2698
1440,1814
1441,2573
1442,2722
1443,3102
1444,57
1445,1308
1446,3131
1447,881
1448,2462
1449,1170
1450,3208
1451,129
1452,37
1453,2587
1454,607
1455,918
1456,2877
1457,42
1458,0
1459,506
1460,632
1461,297
1462,2745
1463,231
1464,766
1465,971
1466,968
1467,1206
1468,1707
1469,812
1470,1266
1471,3161
1472,171
1473,2628
1474,198
1475,3164
1476,69
1477,206
1478,409
1479,678
1480,139
1481,2546
1482,573
1483,727
1484,830
1485,288
1486,2794
1487,680
1488,2649
1489,518
1490,1073
1491,457
1492,747
1493,1585
1494,155
1495,734
1496,470
1497,45
1498,252
1499,2586
1500,435
1501,1952
1502,697
1503,965
1504,816
1505,1500
1506,1587
1507,378
1508,387
1509,3226
1510,652
1511,2247
1512,896
1513,1030
1514,960
1515,764
1516,891
1517,1257
1518,112
1519,944
1520,967
1521,929
1522,2899
1523,874
1524,2044
1525,136
1526,511
1527,924
1528,140
1529,2111
1530,1925
1531,2170
1532,1497
1533,992
1534,3125
1535,255
1536,394
1537,1813
1538,2939
1539,251
1540,425
1541,462
1542,519
1543,169
1544,482
1545,624
1546,545
1547,3165
1548,1803
1549,693
1550,393
1551,2197
1552,188
1553,367
1554,85
1555,724
1556,3189
1557,978
1558,448
1559,3136
1560,163
1561,762
1562,389
1563,148
1564,390
1565,161
1566,338
1567,987
1568,540
1569,3216
1570,879
1571,404
1572,1910
1573,2058
1574,3137
1575,3017
1576,25
1577,605
1578,417
1579,150
1580,2096
1581,172
1582,2025
1583,2702
1584,311
1585,2664
1586,1559
1587,658
1588,729
1589,2354
1590,419
1591,1021
1592,479
1593,2923
1594,77
1595,486
1596,949
1597,522
1598,2810
1599,2429
1600,3
1601,756
1602,240
1603,709
1604,2555
1605,324
1606,947
1607,2091
1608,2950
1609,714
1610,189
1611,1521
1612,3098
1613,1456
1614,635
1615,1832
1616,1737
1617,2870
1618,983
1619,1299
1620,868
1621,2403
1622,761
1623,243
1624,3205
1625,480
1626,204
1627,3134
1628,1986
1629,2502
1630,2195
1631,861
1632,3173
1633,2806
1634,62
1635,427
1636,608
1637,2799
1638,1332
1639,214
1640,3232
1641,794
1642,1951
1643,2956
1644,846
1645,507
1646,246
1647,2179
1648,366
1649,1826
1650,980
1651,2711
1652,886
1653,520
1654,118
1655,458
1656,3058
1657,594
1658,1906
1659,3151
1660,2696
1661,1025
1662,305
1663,205
1664,4
1665,73
1666,117
1667,2314
1668,1256
1669,446
1670,98
1671,26
1672,2300
1673,611
1674,2973
1675,1338
1676,422
1677,3198
1678,2554
1679,191
1680,976
1681,784
1682,1890
1683,392
1684,839
1685,1295
1686,471
1687,550
1688,3177
1689,882
1690,2217
1691,2067
1692,32
1693,67
1694,3204
1695,401
1696,769
1697,1489
1698,943
1699,263
1700,15
1701,1898
1702,955
1703,1365
1704,1345
1705,66
1706,938
1707,1470
1708,298
1709,2285
1710,90
1711,1380
1712,469
1713,1301
1714,413
1715,226
1716,105
1717,1907
1718,1442
1719,553
1720,2966
1721,2433
1722,1309
1723,183
1724,196
1725,559
1726,9
1727,2109
1728,81
1729,14
1730,50
1731,619
1732,260
1733,1763
1734,23
1735,774
1736,2942
1737,2676
1738,1122
1739,1640
1740,2015
1741,2288
1742,379
1743,1594
1744,1499
1745,2007
1746,2477
1747,928
1748,16
1749,2115
1750,953
1751,1572
1752,1729
1753,218
1754,2659
1755,1057
1756,702
1757,1280
1758,447
1759,1971
1760,2531
1761,1069
1762,548
1763,2020
1764,180
1765,492
1766,1121
1767,974
1768,542
1769,2726
1770,1672
1771,513
1772,1428
1773,3222
1774,1771
1775,55
1776,1418
1777,1644
1778,2435
1779,410
1780,2201
1781,2362
1782,2811
1783,773
1784,869
1785,89
1786,999
1787,660
1788,2771
1789,1219
1790,3000
1791,234
1792,68
1793,177
1794,933
1795,2440
1796,2368
1797,669
1798,2862
1799,96
1800,694
1801,1938
1802,2846
1803,1656
1804,326
1805,1482
1806,706
1807,763
1808,358
1809,137
1810,2618
1811,2701
1812,1020
1813,2213
1814,1704
1815,533
1816,2380
1817,2770
1818,371
1819,1934
1820,341
1821,245
1822,60
1823,665
1824,2389
1825,2351
1826,2384
1827,2960
1828,1110
1829,2416
1830,2566
1831,2857
1832,1922
1833,2355
1834,1113
1835,2592
1836,2682
1837,1440
1838,616
1839,1174
1840,585
1841,2905
1842,121
1843,455
1844,516
1845,951
1846,1886
1847,789
1848,1429
1849,2912
1850,2656
1851,337
1852,2693
1853,577
1854,17
1855,995
1856,282
1857,1000
1858,1851
1859,1534
1860,142
1861,1169
1862,3220
1863,809
1864,560
1865,296
1866,970
1867,2962
1868,2186
1869,1881
1870,525
1871,1760
1872,671
1873,2596
1874,330
1875,1792
1876,593
1877,1958
1878,476
1879,1141
1880,2325
1881,1794
1882,1823
1883,3126
1884,320
1885,3150
1886,823
1887,300
1888,3059
1889,368
1890,1029
1891,147
1892,3091
1893,1911
1894,3088
1895,925
1896,754
1897,59
1898,38
1899,273
1900,348
1901,666
1902,1211
1903,1570
1904,116
1905,3202
1906,509
1907,3110
1908,1045
1909,347
1910,3221
1911,113
1912,3211
1913,3182
1914,94
1915,3178
1916,132
1917,5
1918,922
1919,578
1920,36
1921,739
1922,504
1923,1519
1924,61
1925,408
1926,1601
1927,898
1928,227
1929,3206
1930,383
1931,1561
1932,775
1933,996
1934,1390
1935,454
1936,86
1937,932
1938,3193
1939,277
1940,2631
1941,2873
1942,284
1943,1815
1944,580
1945,293
1946,3192
1947,748
1948,603
1949,2975
1950,3157
1951,2854
1952,736
1953,701
1954,3015
1955,2035
1956,29
1957,1563
1958,276
1959,1567
1960,3228
1961,3094
1962,289
1963,1647
1964,258
1965,699
1966,144
1967,162
1968,2761
1969,705
1970,512
1971,931
1972,2246
1973,2092
1974,1404
1975,1168
1976,758
1977,1244
1978,1037
1979,536
1980,223
1981,2076
1982,2636
1983,1435
1984,682
1985,100
1986,256
1987,731
1988,1625
1989,865
1990,1569
1991,1793
1992,576
1993,878
1994,2805
1995,166
1996,969
1997,399
1998,2812
1999,539
2000,1355
2001,1014
2002,819
2003,54
2004,961
2005,2169
2006,1463
2007,1191
2008,1621
2009,510
2010,168
2011,2157
2012,813
2013,1158
2014,2752
2015,2792
2016,895
2017,487
2018,3023
2019,43
2020,1156
2021,3069
2022,3089
2023,964
2024,1002
2025,1651
2026,3141
2027,959
2028,2747
2029,3106
2030,438
2031,262
2032,2721
2033,3179
2034,2174
2035,653
2036,301
2037,1176
2038,101
2039,281
2040,2728
2041,700
2042,2240
2043,3214
2044,402
2045,3187
2046,3097
2047,2874
2048,565
2049,575
2050,1816
2051,463
2052,352
2053,859
2054,114
2055,46
2056,2678
2057,179
2058,3065
2059,2527
2060,2660
2061,853
2062,1445
2063,2791
2064,2788
2065,315
2066,473
2067,3169
2068,2497
2069,1853
2070,3238
2071,440
2072,236
2073,1043
2074,836
2075,530
2076,890
2077,717
2078,2802
2079,429
2080,712
2081,2134
2082,1532
2083,430
2084,56
2085,629
2086,531
2087,2276
2088,1010
2089,1833
2090,1699
2091,270
2092,133
2093,602
2094,644
2095,125
2096,908
2097,47
2098,910
2099,84
2100,2178
2101,1872
2102,713
2103,2360
2104,2418
2105,981
2106,261
2107,165
2108,257
2109,541
2110,1269
2111,3174
2112,711
2113,160
2114,2413
2115,2744
2116,2719
2117,1022
2118,804
2119,1722
2120,138
2121,3188
2122,299
2123,2085
2124,1646
2125,948
2126,21
2127,2265
2128,3039
2129,219
2130,835
2131,3146
2132,456
2133,551
2134,588
2135,1918
2136,385
2137,720
2138,3224
2139,481
2140,552
2141,3184
2142,152
2143,271
2144,1539
2145,149
2146,3194
2147,1791
2148,3152
2149,772
2150,3176
2151,3149
2152,838
2153,464
2154,329
2155,1692
2156,1518
2157,2887
2158,725
2159,194
2160,935
2161,997
2162,801
2163,1513
2164,841
2165,233
2166,1017
2167,1724
2168,904
2169,41
2170,641
2171,2000
2172,1690
2173,3115
2174,1708
2175,899
2176,562
2177,785
2178,357
2179,798
2180,1186
2181,490
2182,1859
2183,723
2184,984
2185,790
2186,3166
2187,2397
2188,294
2189,2755
2190,893
2191,3156
2192,3196
2193,1032
2194,202
2195,249
2196,2032
2197,1004
2198,1027
2199,2075
2200,1040
2201,2692
2202,128
2203,792
2204,689
2205,715
2206,3124
2207,2949
2208,650
2209,350
2210,1845
2211,1990
2212,452
2213,2243
2214,3230
2215,33
2216,3159
2217,3129
2218,656
2219,3180
2220,3063
2221,3199
2222,3215
2223,3223
2224,926
2225,3170
2226,1
2227,3212
2228,3167
