,0
374,1645
375,3227
376,1669
377,1905
378,2158
379,544
380,681
381,274
382,2329
383,2731
384,1062
385,2609
386,42
387,2477
388,685
389,1932
390,513
391,824
392,184
393,294
394,903
395,439
396,548
397,309
398,312
399,1989
400,2669
401,2703
402,993
403,983
404,103
405,279
406,3056
407,1142
408,55
409,2284
410,707
411,1911
412,1972
413,2349
414,2142
415,497
416,1158
417,1774
418,975
419,1674
420,2224
421,1738
422,3015
423,2463
424,1418
425,958
426,126
427,1777
428,1968
429,813
430,245
431,2529
432,2209
433,210
434,607
435,2144
436,441
437,789
438,2926
439,1079
440,3104
441,2808
442,2625
443,1244
444,2546
445,655
446,811
447,763
448,134
449,2553
450,1071
451,1651
452,517
453,2419
454,2435
455,780
456,1573
457,17
458,2781
459,370
460,1760
461,1033
462,2480
463,1235
464,2400
465,88
466,2053
467,1628
468,815
469,1737
470,1925
471,2939
472,2169
473,871
474,1080
475,403
476,306
477,1333
478,3008
479,2345
480,630
481,1714
482,345
483,2355
484,2465
485,2534
486,455
487,2735
488,832
489,718
490,1442
491,2558
492,1030
493,876
494,1795
495,2851
496,2430
497,592
498,163
499,632
500,1572
501,1340
502,3168
503,1115
504,1672
505,2348
506,1363
507,2250
508,634
509,793
510,965
511,714
512,880
513,1284
514,343
515,2653
516,1750
517,912
518,1106
519,2049
520,2230
521,87
522,182
523,2738
524,206
525,741
526,631
527,2075
528,365
529,2860
530,1684
531,756
532,3225
533,2397
534,883
535,3234
536,222
537,1790
538,442
539,1272
540,2234
541,1065
542,671
543,2497
544,995
545,3002
546,190
547,1749
548,199
549,680
550,2299
551,1973
552,2052
553,1510
554,2763
555,838
556,1295
557,2638
558,1157
559,1835
560,1325
561,982
562,2773
563,2223
564,1247
565,1298
566,2964
567,1094
568,1682
569,574
570,2090
571,1741
572,2664
573,330
574,2607
575,1378
576,335
577,2743
578,2624
579,454
580,1303
581,2286
582,93
583,2326
584,728
585,1358
586,1543
587,1403
588,914
589,349
590,1888
591,1660
592,2727
593,2845
594,247
595,231
596,2993
597,1386
598,2188
599,568
600,662
601,1822
602,493
603,1676
604,2531
605,996
606,2777
607,905
608,82
609,1928
610,1825
611,254
612,2518
613,131
614,7
615,1337
616,2391
617,1420
618,928
619,1359
620,1551
621,2394
622,822
623,2897
624,78
625,1490
626,1313
627,1185
628,3090
629,1610
630,1806
631,833
632,2640
633,2456
634,2748
635,2061
636,1140
637,1547
638,1662
639,1457
640,2968
641,242
642,2453
643,1352
644,1800
645,405
646,1306
647,1154
648,496
649,890
650,1664
651,604
652,1064
653,825
654,2238
655,1217
656,2706
657,1942
658,1922
659,2677
660,1134
661,1156
662,1258
663,1780
664,1293
665,205
666,3079
667,670
668,136
669,111
670,2341
671,2756
672,2311
673,2342
674,839
675,1211
676,1320
677,1434
678,2592
679,2839
680,3020
681,3182
682,724
683,2630
684,941
685,726
686,229
687,870
688,2813
689,375
690,797
691,2473
692,2133
693,275
694,1748
695,1394
696,1251
697,1487
698,1734
699,773
700,1085
701,2301
702,2095
703,1426
704,2287
705,1677
706,2823
707,2094
708,380
709,1552
710,2274
711,358
712,943
713,1474
714,1794
715,2307
716,1642
717,1126
718,683
719,1938
720,50
721,727
722,1899
723,703
724,2042
725,1311
726,769
727,1396
728,1384
729,2830
730,1271
731,1659
732,2232
733,1015
734,1044
735,1870
736,2317
737,1683
738,2401
739,1048
740,616
741,2262
742,2563
743,1654
744,1372
745,1449
746,1736
747,1342
748,1376
749,41
750,2879
751,74
752,1981
753,2272
754,1224
755,1255
756,1252
757,830
758,2434
759,2381
760,292
761,1261
762,451
763,474
764,1087
765,26
766,2375
767,2415
768,1105
769,1609
770,2762
771,1209
772,1023
773,2916
774,1781
775,2699
776,2370
777,637
778,1147
779,2226
780,1915
781,1470
782,1132
783,852
784,751
785,2077
786,3042
787,2139
788,1820
789,1113
790,1559
791,1184
792,2218
793,1068
794,1711
795,2725
796,1661
797,2623
798,1120
799,1869
800,2221
801,1579
802,2086
803,1164
804,1181
805,1335
806,2235
807,2720
808,2445
809,1663
810,2325
811,2768
812,1481
813,2374
814,2448
815,3031
816,2716
817,1415
818,1718
819,2062
820,1021
821,2313
822,708
823,2273
824,1129
825,321
826,3053
827,2957
828,1296
829,1810
830,2428
831,2037
832,1349
833,2261
834,320
835,1952
836,2205
837,1941
838,413
839,435
840,2658
841,1091
842,2848
843,955
844,1112
845,1762
846,300
847,988
848,1110
849,2774
850,1312
851,2713
852,2670
853,2910
854,850
855,875
856,674
857,2380
858,826
859,1398
860,2385
861,2764
862,1012
863,1698
864,1237
865,280
866,1207
867,2056
868,1988
869,2628
870,1848
871,2561
872,2119
873,1636
874,2487
875,491
876,827
877,1889
878,2165
879,1960
880,2476
881,2431
882,1236
883,159
884,2490
885,1639
886,2386
887,1614
888,3054
889,776
890,1772
891,1213
892,2405
893,1887
894,2295
895,1537
896,806
897,1468
898,2449
899,2960
900,952
901,2943
902,186
903,563
904,2606
905,2309
906,1919
907,2440
908,2573
909,1775
910,2001
911,177
912,1317
913,1174
914,3010
915,3012
916,1395
917,24
918,1477
919,1016
920,1379
921,1596
922,1649
923,857
924,2478
925,356
926,1078
927,2976
928,879
929,2511
930,1234
931,1634
932,1724
933,1839
934,240
935,545
936,1246
937,1018
938,901
939,2063
940,2676
941,781
942,2635
943,1144
944,1644
945,1999
946,1503
947,2008
948,2481
949,2666
950,1159
951,1262
952,170
953,2826
954,2103
955,3190
956,1148
957,2208
958,3181
959,932
960,1838
961,467
962,1022
963,2674
964,2494
965,1853
966,3186
967,3219
968,1052
969,874
970,1921
971,2995
972,418
973,1796
974,2650
975,2051
976,1729
977,1797
978,1549
979,534
980,2283
981,571
982,2836
983,2978
984,1745
985,1681
986,2953
987,538
988,3024
989,150
990,1873
991,43
992,1632
993,1473
994,1583
995,1066
996,2521
997,1851
998,2093
999,2613
1000,1923
1001,2332
1002,623
1003,2489
1004,1856
1005,2162
1006,2967
1007,1657
1008,2685
1009,2859
1010,1319
1011,2591
1012,2212
1013,1779
1014,1331
1015,1315
1016,2626
1017,1580
1018,1937
1019,1277
1020,462
1021,977
1022,2509
1023,2594
1024,2519
1025,1854
1026,1821
1027,3061
1028,2310
1029,3013
1030,1930
1031,918
1032,2961
1033,962
1034,2574
1035,2335
1036,1971
1037,1992
1038,1075
1039,1265
1040,408
1041,2569
1042,2601
1043,2564
1044,2712
1045,2321
1046,1203
1047,359
1048,2864
1049,2161
1050,1945
1051,3081
1052,452
1053,2146
1054,1935
1055,3191
1056,2886
1057,2460
1058,1617
1059,2488
1060,1346
1061,1259
1062,2880
1063,2894
1064,1840
1065,2963
1066,969
1067,2715
1068,2350
1069,694
1070,2451
1071,2639
1072,1900
1073,1475
1074,76
1075,2779
1076,2530
1077,2277
1078,1498
1079,2155
1080,2616
1081,2689
1082,2338
1083,564
1084,1505
1085,389
1086,458
1087,2767
1088,1990
1089,2846
1090,1813
1091,2814
1092,2195
1093,1653
1094,786
1095,2556
1096,1699
1097,2438
1098,2254
1099,2003
1100,1864
1101,4
1102,2844
1103,2654
1104,2820
1105,1467
1106,2328
1107,2965
1108,3237
1109,3085
1110,2751
1111,2633
1112,2747
1113,284
1114,2847
1115,1969
1116,1830
1117,1407
1118,1533
1119,2498
1120,2577
1121,2160
1122,3230
1123,2857
1124,2856
1125,1739
1126,1370
1127,398
1128,3057
1129,2571
1130,79
1131,2129
1132,2908
1133,2271
1134,2083
1135,2211
1136,2796
1137,3138
1138,2087
1139,2006
1140,1557
1141,117
1142,2266
1143,543
1144,191
1145,1831
1146,698
1147,5
1148,15
1149,2982
1150,2420
1151,2371
1152,966
1153,3218
1154,1726
1155,1421
1156,2998
1157,2969
1158,3235
1159,31
1160,922
1161,2010
1162,406
1163,265
1164,2723
1165,562
1166,3127
1167,147
1168,800
1169,1095
1170,2736
1171,3130
1172,3165
1173,2084
1174,259
1175,2945
1176,83
1177,3123
1178,498
1179,3040
1180,864
1181,3200
1182,2924
1183,369
1184,387
1185,2215
1186,946
1187,3149
1188,232
1189,888
1190,2728
1191,855
1192,640
1193,3101
1194,1824
1195,625
1196,697
1197,1567
1198,3115
1199,2067
1200,2537
1201,3188
1202,290
1203,2634
1204,911
1205,422
1206,2642
1207,233
1208,1172
1209,1753
1210,3224
1211,3108
1212,30
1213,110
1214,1499
1215,878
1216,1257
1217,1050
1218,2598
1219,3105
1220,1590
1221,3122
1222,748
1223,2799
1224,3124
1225,514
1226,2388
1227,1895
1228,823
1229,3205
1230,849
1231,295
1232,3039
1233,1153
1234,795
1235,21
1236,1435
1237,744
1238,2652
1239,1365
1240,2288
1241,362
1242,738
1243,92
1244,511
1245,1431
1246,1163
1247,791
1248,2739
1249,2849
1250,2950
1251,837
1252,2011
1253,142
1254,906
1255,3207
1256,151
1257,777
1258,2618
1259,1009
1260,1373
1261,72
1262,2758
1263,1169
1264,807
1265,2795
1266,606
1267,425
1268,71
1269,532
1270,586
1271,208
1272,2732
1273,1125
1274,515
1275,676
1276,501
1277,3170
1278,3000
1279,1456
1280,917
1281,2789
1282,2983
1283,1283
1284,1878
1285,1307
1286,2547
1287,742
1288,1004
1289,2039
1290,2840
1291,397
1292,1703
1293,201
1294,1633
1295,2596
1296,485
1297,1453
1298,475
1299,998
1300,109
1301,2678
1302,340
1303,971
1304,3091
1305,553
1306,985
1307,2517
1308,2462
1309,3137
1310,529
1311,1803
1312,1010
1313,2999
1314,90
1315,453
1316,929
1317,2913
1318,68
1319,1717
1320,427
1321,2543
1322,227
1323,3233
1324,2636
1325,847
1326,959
1327,313
1328,1439
1329,2877
1330,2721
1331,2610
1332,569
1333,3032
1334,2643
1335,1446
1336,3148
1337,350
1338,419
1339,1897
1340,862
1341,3187
1342,3160
1343,533
1344,2955
1345,1404
1346,1266
1347,215
1348,2395
1349,796
1350,853
1351,1069
1352,1513
1353,3226
1354,3166
1355,639
1356,319
1357,54
1358,617
1359,102
1360,3035
1361,1847
1362,469
1363,2702
1364,764
1365,253
1366,1455
1367,3131
1368,2745
1369,492
1370,2368
1371,2709
1372,1308
1373,908
1374,137
1375,520
1376,1056
1377,3018
1378,355
1379,438
1380,2239
1381,1829
1382,3211
1383,368
1384,3118
1385,276
1386,755
1387,2872
1388,600
1389,449
1390,86
1391,835
1392,2058
1393,829
1394,1585
1395,3153
1396,812
1397,867
1398,2833
1399,1571
1400,171
1401,318
1402,1518
1403,560
1404,3014
1405,3106
1406,2393
1407,641
1408,654
1409,805
1410,1680
1411,32
1412,953
1413,960
1414,46
1415,502
1416,1032
1417,145
1418,2044
1419,252
1420,1523
1421,361
1422,366
1423,896
1424,2418
1425,582
1426,1976
1427,3180
1428,2874
1429,653
1430,2590
1431,873
1432,992
1433,678
1434,73
1435,203
1436,3161
1437,64
1438,725
1439,1035
1440,1031
1441,3151
1442,897
1443,602
1444,531
1445,446
1446,924
1447,1440
1448,2177
1449,672
1450,448
1451,603
1452,169
1453,2586
1454,390
1455,989
1456,314
1457,1561
1458,745
1459,523
1460,3163
1461,3231
1462,551
1463,236
1464,836
1465,373
1466,3221
1467,2526
1468,2711
1469,1647
1470,3119
1471,3162
1472,1961
1473,589
1474,2437
1475,1560
1476,579
1477,125
1478,668
1479,357
1480,2179
1481,615
1482,228
1483,161
1484,3203
1485,1444
1486,819
1487,463
1488,8
1489,809
1490,2974
1491,3178
1492,1369
1493,315
1494,3202
1495,336
1496,2791
1497,591
1498,1269
1499,693
1500,2466
1501,1791
1502,1309
1503,2222
1504,547
1505,942
1506,861
1507,16
1508,816
1509,2072
1510,709
1511,3199
1512,257
1513,1427
1514,605
1515,3215
1516,2244
1517,2944
1518,3017
1519,47
1520,428
1521,2502
1522,328
1523,3214
1524,460
1525,973
1526,3156
1527,1186
1528,2000
1529,711
1530,225
1531,644
1532,1168
1533,53
1534,75
1535,172
1536,1587
1537,1708
1538,132
1539,3064
1540,3147
1541,608
1542,2938
1543,1881
1544,108
1545,509
1546,6
1547,794
1548,400
1549,246
1550,456
1551,490
1552,3058
1553,3141
1554,931
1555,750
1556,1622
1557,3172
1558,552
1559,2408
1560,1936
1561,771
1562,3196
1563,1740
1564,828
1565,1027
1566,881
1567,3120
1568,478
1569,747
1570,690
1571,482
1572,2413
1573,2854
1574,49
1575,152
1576,647
1577,927
1578,2314
1579,1975
1580,1029
1581,561
1582,3132
1583,1558
1584,1727
1585,2027
1586,3133
1587,3126
1588,575
1589,20
1590,3125
1591,679
1592,106
1593,3139
1594,844
1595,1732
1596,2600
1597,140
1598,2443
1599,3134
1600,2217
1601,954
1602,1685
1603,14
1604,2835
1605,1463
1606,175
1607,135
1608,814
1609,1751
1610,588
1611,1522
1612,301
1613,421
1614,621
1615,659
1616,577
1617,739
1618,2766
1619,379
1620,133
1621,801
1622,2942
1623,1788
1624,1397
1625,716
1626,477
1627,938
1628,1489
1629,930
1630,260
1631,2923
1632,256
1633,1746
1634,1392
1635,1707
1636,1898
1637,2622
1638,1656
1639,595
1640,1815
1641,2948
1642,411
1643,581
1644,218
1645,2986
1646,3169
1647,1689
1648,1862
1649,999
1650,2775
1651,2361
1652,1448
1653,920
1654,2081
1655,2921
1656,185
1657,3208
1658,1136
1659,1013
1660,2467
1661,677
1662,1008
1663,3212
1664,505
1665,371
1666,1588
1667,3107
1668,798
1669,146
1670,2581
1671,2444
1672,443
1673,935
1674,1752
1675,326
1676,2097
1677,2627
1678,997
1679,1417
1680,2770
1681,2912
1682,889
1683,18
1684,2115
1685,11
1686,3136
1687,66
1688,765
1689,1103
1690,1121
1691,899
1692,699
1693,3111
1694,2700
1695,1731
1696,512
1697,324
1698,176
1699,445
1700,1893
1701,2410
1702,3129
1703,415
1704,916
1705,1219
1706,420
1707,3100
1708,760
1709,3112
1710,527
1711,804
1712,1423
1713,1759
1714,85
1715,353
1716,783
1717,859
1718,770
1719,537
1720,168
1721,565
1722,2379
1723,100
1724,923
1725,2805
1726,211
1727,2229
1728,2384
1729,1279
1730,2722
1731,2351
1732,1338
1733,2984
1734,949
1735,2801
1736,779
1737,0
1738,2656
1739,657
1740,766
1741,96
1742,2566
1743,149
1744,466
1745,1801
1746,1600
1747,58
1748,430
1749,3193
1750,237
1751,1688
1752,1046
1753,1756
1754,539
1755,1000
1756,124
1757,834
1758,3019
1759,696
1760,2392
1761,2014
1762,921
1763,2213
1764,1458
1765,2862
1766,3098
1767,278
1768,2903
1769,1412
1770,546
1771,663
1772,1445
1773,2048
1774,1934
1775,2253
1776,372
1777,2333
1778,271
1779,2416
1780,3184
1781,754
1782,1568
1783,1770
1784,2555
1785,1692
1786,2682
1787,1304
1788,1833
1789,3232
1790,2587
1791,94
1792,155
1793,895
1794,2929
1795,649
1796,2107
1797,524
1798,846
1799,635
1800,165
1801,2870
1802,354
1803,273
1804,898
1805,3097
1806,3216
1807,611
1808,1302
1809,3145
1810,956
1811,2755
1812,1512
1813,115
1814,407
1815,2949
1816,200
1817,1832
1818,235
1819,1390
1820,329
1821,173
1822,1232
1823,2597
1824,673
1825,193
1826,886
1827,2125
1828,1345
1829,2714
1830,2050
1831,1715
1832,785
1833,3177
1834,29
1835,792
1836,3068
1837,976
1838,790
1839,3204
1840,104
1841,346
1842,489
1843,293
1844,2116
1845,519
1846,351
1847,289
1848,414
1849,1
1850,189
1851,3003
1852,715
1853,499
1854,1570
1855,364
1856,3065
1857,2354
1858,3007
1859,1666
1860,2035
1861,904
1862,51
1863,669
1864,3152
1865,573
1866,550
1867,3167
1868,3117
1869,166
1870,596
1871,2811
1872,123
1873,944
1874,2692
1875,304
1876,682
1877,656
1878,486
1879,116
1880,2752
1881,323
1882,1341
1883,1014
1884,2802
1885,961
1886,2360
1887,37
1888,2812
1889,44
1890,2612
1891,762
1892,559
1893,530
1894,576
1895,854
1896,1697
1897,3159
1898,156
1899,98
1900,417
1901,1381
1902,3023
1903,1070
1904,536
1905,1092
1906,84
1907,872
1908,1962
1909,2134
1910,311
1911,1355
1912,188
1913,1986
1914,614
1915,105
1916,1039
1917,2972
1918,198
1919,1720
1920,1605
1921,2941
1922,1742
1923,1903
1924,97
1925,1859
1926,734
1927,327
1928,3222
1929,645
1930,1814
1931,1270
1932,2228
1933,891
1934,2247
1935,651
1936,281
1937,269
1938,2178
1939,913
1940,1002
1941,1401
1942,267
1943,341
1944,1049
1945,518
1946,1482
1947,684
1948,65
1949,1497
1950,2297
1951,2382
1952,650
1953,394
1954,967
1955,893
1956,221
1957,2608
1958,1574
1959,1040
1960,2237
1961,1045
1962,2907
1963,622
1964,3114
1965,705
1966,587
1967,2214
1968,473
1969,2850
1970,107
1971,119
1972,114
1973,70
1974,3116
1975,440
1976,471
1977,731
1978,2765
1979,558
1980,148
1981,376
1982,3069
1983,298
1984,495
1985,338
1986,3083
1987,56
1988,3089
1989,1495
1990,1025
1991,1005
1992,947
1993,902
1994,1577
1995,2698
1996,598
1997,392
1998,35
1999,1521
2000,980
2001,2719
2002,2744
2003,1011
2004,2427
2005,590
2006,2429
2007,1850
2008,160
2009,3143
2010,59
2011,1539
2012,283
2013,2122
2014,33
2015,2085
2016,429
2017,2660
2018,1646
2019,665
2020,3144
2021,887
2022,61
2023,138
2024,772
2025,1526
2026,118
2027,624
2028,2631
2029,2433
2030,23
2031,710
2032,81
2033,464
2034,157
2035,775
2036,3059
2037,363
2038,1958
2039,2788
2040,3109
2041,978
2042,288
2043,9
2044,525
2045,2867
2046,1673
2047,803
2048,1918
2049,919
2050,2285
2051,3192
2052,1389
2053,1122
2054,1670
2055,3198
2056,2648
2057,2730
2058,1019
2059,248
2060,695
2061,1722
2062,3195
2063,963
2064,1043
2065,2741
2066,1951
2067,423
2068,3175
2069,164
2070,194
2071,784
2072,720
2073,580
2074,722
2075,470
2076,409
2077,3094
2078,1073
2079,808
2080,2887
2081,1845
2082,251
2083,457
2084,305
2085,767
2086,593
2087,759
2088,121
2089,892
2090,841
2091,1799
2092,112
2093,2761
2094,3113
2095,1743
2096,212
2097,723
2098,700
2099,77
2100,646
2101,214
2102,243
2103,1569
2104,618
2105,3179
2106,432
2107,1563
2108,2324
2109,974
2110,3158
2111,488
2112,3173
2113,386
2114,202
2115,3201
2116,2032
2117,352
2118,249
2119,2109
2120,3176
2121,3
2122,128
2123,981
2124,2403
2125,1332
2126,268
2127,216
2128,2696
2129,578
2130,1041
2131,549
2132,2243
2133,3228
2134,2697
2135,3174
2136,831
2137,3206
2138,1816
2139,3220
2140,926
2141,3183
2142,3213
2143,3194
2144,378
