,0
277,586
278,2209
279,1599
280,1276
281,2870
282,987
283,2910
284,2258
285,2880
286,1671
287,264
288,2400
289,1217
290,2252
291,183
292,1038
293,1128
294,1898
295,1181
296,508
297,2282
298,2735
299,1015
300,1676
301,195
302,939
303,985
304,130
305,3210
306,1233
307,1142
308,1827
309,1829
310,2509
311,2260
312,1753
313,2227
314,43
315,2340
316,1314
317,2434
318,1648
319,719
320,2945
321,2022
322,2609
323,1094
324,220
325,2516
326,2851
327,2750
328,2601
329,3013
330,2730
331,2912
332,2409
333,916
334,2336
335,2767
336,2076
337,2376
338,2127
339,2118
340,905
341,789
342,1867
343,3190
344,820
345,83
346,1931
347,1458
348,567
349,66
350,2448
351,1894
352,1136
353,2177
354,2051
355,1834
356,627
357,2924
358,1689
359,1986
360,1769
361,1620
362,1663
363,39
364,2663
365,1065
366,1678
367,2610
368,2158
369,962
370,1823
371,2442
372,1635
373,1423
374,1741
375,1508
376,1871
377,2210
378,894
379,1279
380,1211
381,687
382,2439
383,2319
384,2213
385,615
386,1976
387,1076
388,3123
389,325
390,1973
391,2017
392,1790
393,174
394,2622
395,1795
396,3012
397,2265
398,2863
399,2385
400,2270
401,799
402,547
403,1598
404,533
405,1148
406,1704
407,788
408,1085
409,217
410,3005
411,1467
412,279
413,3148
414,126
415,2395
416,1082
417,1415
418,362
419,584
420,614
421,223
422,2445
423,996
424,1669
425,1842
426,2144
427,517
428,2763
429,1911
430,2599
431,38
432,1825
433,2726
434,618
435,2066
436,1054
437,349
438,1835
439,2364
440,2842
441,1026
442,975
443,434
444,2363
445,1062
446,2132
447,12
448,3037
449,2482
450,1483
451,2539
452,426
453,274
454,2885
455,1562
456,321
457,2452
458,2602
459,1333
460,1001
461,588
462,2435
463,599
464,1372
465,2625
466,1759
467,1251
468,3108
469,142
470,469
471,2480
472,1386
473,1749
474,100
475,2808
476,184
477,3030
478,300
479,3081
480,1068
481,3040
482,2456
483,1140
484,2990
485,1017
486,2351
487,2594
488,1714
489,1226
490,2931
491,1870
492,2451
493,24
494,2245
495,1760
496,945
497,857
498,1869
499,82
500,1313
501,219
502,2228
503,1249
504,630
505,781
506,2666
507,1376
508,1627
509,275
510,1127
511,1342
512,1993
513,2430
514,3010
515,1808
516,855
517,3085
518,182
519,309
520,2689
521,1502
522,2764
523,2888
524,2801
525,634
526,2138
527,192
528,2355
529,493
530,60
531,715
532,1955
533,2608
534,1595
535,231
536,2299
537,1058
538,417
539,1298
540,2129
541,3140
542,3057
543,2263
544,1800
545,2373
546,631
547,2334
548,314
549,3041
550,2569
551,1172
552,2495
553,1317
554,225
555,635
556,1783
557,597
558,1626
559,2699
560,1642
561,2345
562,324
563,437
564,1144
565,1675
566,2787
567,786
568,353
569,1968
570,3181
571,2204
572,2286
573,632
574,2199
575,652
576,91
577,571
578,178
579,3120
580,2529
581,1306
582,2628
583,2638
584,2921
585,3207
586,2379
587,2415
588,2094
589,670
590,749
591,2738
592,1556
593,1286
594,1639
595,2830
596,2545
597,1780
598,1235
599,1514
600,396
601,1594
602,1571
603,797
604,1104
605,2964
606,2587
607,3219
608,806
609,2748
610,2778
611,590
612,2920
613,2531
614,1587
615,2623
616,2462
617,883
618,1252
619,858
620,1572
621,1071
622,1405
623,2465
624,1254
625,1583
626,2739
627,2927
628,1608
629,710
630,2640
631,1359
632,285
633,1305
634,76
635,648
636,2232
637,1291
638,2043
639,1503
640,1788
641,3075
642,1470
643,2993
644,1122
645,1067
646,1672
647,767
648,1900
649,1584
650,1422
651,2383
652,1227
653,2141
654,2077
655,1926
656,608
657,2481
658,129
659,1192
660,374
661,1187
662,1262
663,22
664,2511
665,2320
666,1451
667,3084
668,909
669,1311
670,2254
671,2223
672,3079
673,1698
674,1198
675,1285
676,288
677,1419
678,2962
679,2944
680,2971
681,2858
682,2226
683,877
684,2151
685,1702
686,507
687,1545
688,613
689,495
690,230
691,1375
692,2839
693,2272
694,1335
695,1529
696,1712
697,1811
698,2001
699,1469
700,1293
701,979
702,2590
703,1754
704,1786
705,2339
706,694
707,1371
708,1363
709,1234
710,1883
711,2915
712,2490
713,2205
714,205
715,2119
716,943
717,1969
718,1237
719,2523
720,2181
721,1861
722,699
723,1078
724,1366
725,1180
726,1132
727,2728
728,2214
729,1378
730,2519
731,2890
732,1274
733,2780
734,348
735,1464
736,1209
737,569
738,3020
739,2670
740,2770
741,2447
742,3103
743,1410
744,568
745,1394
746,34
747,1762
748,2986
749,1899
750,2497
751,1447
752,302
753,2773
754,1996
755,2408
756,1801
757,1640
758,2386
759,177
760,1260
761,1259
762,2901
763,2560
764,2238
765,1821
766,2016
767,1147
768,179
769,2563
770,2783
771,1197
772,1889
773,416
774,1726
775,1360
776,2262
777,1575
778,851
779,1841
780,1103
781,3172
782,1267
783,1781
784,2551
785,2664
786,501
787,405
788,1585
789,1336
790,1548
791,2613
792,1473
793,2140
794,2036
795,2731
796,2776
797,752
798,2431
799,2065
800,2301
801,811
802,2064
803,1810
804,2425
805,247
806,63
807,125
808,2983
809,1820
810,1301
811,2283
812,725
813,1236
814,2626
815,3061
816,199
817,415
818,1837
819,1443
820,505
821,2717
822,1064
823,3008
824,2331
825,2669
826,2200
827,2327
828,1935
829,103
830,2184
831,2850
832,2555
833,1980
834,933
835,1681
836,332
837,1387
838,1565
839,2995
840,3000
841,2013
842,2417
843,1819
844,1231
845,2658
846,3006
847,1312
848,1686
849,2661
850,197
851,1576
852,2008
853,2390
854,2120
855,3044
856,2198
857,826
858,1925
859,1395
860,2326
861,2342
862,1315
863,604
864,2875
865,1560
866,3036
867,1696
868,2478
869,1013
870,2691
871,1204
872,554
873,2597
874,181
875,2948
876,1436
877,3122
878,1746
879,1505
880,490
881,1107
882,1839
883,2970
884,2716
885,2261
886,2804
887,619
888,2886
889,2913
890,2946
891,1409
892,222
893,770
894,1974
895,2155
896,1534
897,1084
898,532
899,2868
900,93
901,2571
902,2996
903,2422
904,993
905,2044
906,3011
907,2695
908,2489
909,1657
910,593
911,1175
912,2942
913,1758
914,1578
915,3128
916,1449
917,1051
918,1665
919,2458
920,229
921,2146
922,2332
923,662
924,1193
925,1892
926,2708
927,26
928,2161
929,548
930,1334
931,879
932,2460
933,1928
934,1638
935,2235
936,2795
937,1854
938,2894
939,574
940,578
941,2241
942,2011
943,406
944,148
945,378
946,79
947,3203
948,449
949,1706
950,523
951,2755
952,1515
953,2565
954,1528
955,2396
956,112
957,2579
958,1398
959,2139
960,2208
961,2411
962,557
963,2712
964,1853
965,1428
966,1628
967,902
968,1035
969,1005
970,830
971,1223
972,1623
973,1258
974,2048
975,1427
976,3204
977,849
978,771
979,259
980,2639
981,1700
982,1221
983,207
984,2348
985,3104
986,563
987,444
988,1685
989,400
990,3066
991,1072
992,941
993,607
994,1596
995,55
996,424
997,1945
998,2827
999,1352
1000,1851
1001,691
1002,2494
1003,2357
1004,2649
1005,2671
1006,1496
1007,1701
1008,1354
1009,1340
1010,1617
1011,683
1012,3014
1013,3193
1014,350
1015,609
1016,1021
1017,2487
1018,1531
1019,2953
1020,1248
1021,697
1022,625
1023,1680
1024,418
1025,780
1026,1591
1027,318
1028,1029
1029,1521
1030,451
1031,700
1032,1159
1033,2766
1034,1255
1035,955
1036,153
1037,1325
1038,1794
1039,1047
1040,1807
1041,3033
1042,1169
1043,2548
1044,2292
1045,237
1046,2401
1047,2900
1048,226
1049,1609
1050,1805
1051,1041
1052,1000
1053,2844
1054,1350
1055,1606
1056,308
1057,2467
1058,1520
1059,1554
1060,2191
1061,1729
1062,1167
1063,1868
1064,2010
1065,1941
1066,3236
1067,726
1068,3107
1069,2518
1070,355
1071,2635
1072,524
1073,3019
1074,1859
1075,3024
1076,2450
1077,435
1078,876
1079,2556
1080,2054
1081,1858
1082,68
1083,1703
1084,778
1085,2353
1086,1284
1087,145
1088,3127
1089,2904
1090,3009
1091,1949
1092,2165
1093,1977
1094,161
1095,1257
1096,2496
1097,1692
1098,898
1099,2907
1100,1018
1101,1453
1102,1956
1103,2977
1104,2230
1105,3130
1106,1402
1107,2063
1108,2488
1109,2125
1110,3106
1111,1261
1112,807
1113,2147
1114,1126
1115,2697
1116,2818
1117,278
1118,2295
1119,2440
1120,3100
1121,2672
1122,1391
1123,1632
1124,403
1125,2438
1126,1364
1127,2306
1128,998
1129,2212
1130,2183
1131,982
1132,1817
1133,2919
1134,1004
1135,561
1136,1099
1137,2050
1138,2857
1139,2537
1140,2771
1141,2277
1142,3031
1143,1961
1144,1077
1145,2093
1146,2538
1147,2224
1148,1367
1149,1416
1150,2469
1151,3058
1152,2781
1153,1042
1154,2082
1155,1683
1156,2553
1157,1525
1158,2505
1159,419
1160,1396
1161,3087
1162,2233
1163,1102
1164,833
1165,684
1166,1207
1167,453
1168,2186
1169,1346
1170,3091
1171,2800
1172,2779
1173,2909
1174,1332
1175,2957
1176,2710
1177,1705
1178,1944
1179,2600
1180,367
1181,1953
1182,1196
1183,3064
1184,1246
1185,1645
1186,1526
1187,2023
1188,478
1189,2517
1190,2578
1191,2734
1192,2820
1193,2060
1194,2493
1195,885
1196,2437
1197,1044
1198,1736
1199,2107
1200,467
1201,2126
1202,2815
1203,1579
1204,2405
1205,2679
1206,2645
1207,2883
1208,2128
1209,2535
1210,592
1211,1950
1212,1351
1213,1131
1214,927
1215,966
1216,2544
1217,878
1218,3032
1219,1799
1220,2982
1221,250
1222,235
1223,2856
1224,1466
1225,2123
1226,1787
1227,2884
1228,2559
1229,2575
1230,2021
1231,1637
1232,3153
1233,3067
1234,3121
1235,2761
1236,1695
1237,1303
1238,1855
1239,2359
1240,268
1241,2554
1242,2604
1243,2926
1244,1567
1245,1028
1246,1489
1247,190
1248,141
1249,491
1250,2080
1251,1733
1252,3053
1253,2758
1254,61
1255,428
1256,3132
1257,346
1258,71
1259,720
1260,3133
1261,1740
1262,1601
1263,1256
1264,212
1265,2485
1266,1552
1267,14
1268,956
1269,2634
1270,240
1271,760
1272,2849
1273,3231
1274,772
1275,216
1276,357
1277,438
1278,2067
1279,2769
1280,163
1281,3205
1282,645
1283,881
1284,3144
1285,1009
1286,1219
1287,779
1288,3105
1289,1129
1290,2157
1291,2058
1292,946
1293,2648
1294,1688
1295,3158
1296,2387
1297,1389
1298,2864
1299,872
1300,87
1301,3160
1302,2821
1303,1383
1304,260
1305,151
1306,210
1307,2678
1308,539
1309,186
1310,464
1311,2092
1312,2917
1313,218
1314,2419
1315,3185
1316,742
1317,821
1318,1499
1319,70
1320,84
1321,813
1322,487
1323,297
1324,294
1325,356
1326,712
1327,2468
1328,1633
1329,2053
1330,837
1331,716
1332,623
1333,124
1334,15
1335,1040
1336,3007
1337,3208
1338,201
1339,152
1340,3216
1341,441
1342,1771
1343,1407
1344,196
1345,2583
1346,2407
1347,1020
1348,2581
1349,1307
1350,2325
1351,663
1352,704
1353,3161
1354,545
1355,284
1356,585
1357,370
1358,3018
1359,2877
1360,248
1361,1069
1362,1168
1363,2222
1364,601
1365,1813
1366,2788
1367,559
1368,1656
1369,338
1370,361
1371,591
1372,162
1373,1008
1374,944
1375,844
1376,796
1377,763
1378,233
1379,2972
1380,110
1381,570
1382,306
1383,536
1384,983
1385,2918
1386,2
1387,2352
1388,657
1389,541
1390,3117
1391,413
1392,889
1393,131
1394,2643
1395,581
1396,3021
1397,671
1398,3168
1399,923
1400,2134
1401,651
1402,3163
1403,1050
1404,427
1405,544
1406,2674
1407,2380
1408,455
1409,1457
1410,466
1411,494
1412,2381
1413,2727
1414,420
1415,137
1416,1826
1417,1797
1418,728
1419,978
1420,1707
1421,371
1422,2392
1423,215
1424,2546
1425,537
1426,848
1427,971
1428,1558
1429,270
1430,2421
1431,139
1432,527
1433,997
1434,616
1435,2369
1436,520
1437,276
1438,1569
1439,1056
1440,890
1441,2939
1442,2557
1443,343
1444,1059
1445,535
1446,579
1447,828
1448,3139
1449,409
1450,2085
1451,606
1452,3186
1453,485
1454,543
1455,463
1456,2169
1457,518
1458,798
1459,707
1460,546
1461,1002
1462,641
1463,484
1464,206
1465,680
1466,1379
1467,675
1468,540
1469,3134
1470,2874
1471,208
1472,981
1473,2586
1474,1277
1475,747
1476,940
1477,1951
1478,133
1479,320
1480,3189
1481,282
1482,41
1483,1724
1484,1815
1485,2802
1486,1856
1487,3080
1488,695
1489,2512
1490,3083
1491,2218
1492,3150
1493,1073
1494,754
1495,621
1496,714
1497,1222
1498,2938
1499,366
1500,2714
1501,816
1502,1030
1503,3169
1504,1241
1505,823
1506,750
1507,587
1508,1095
1509,510
1510,1622
1511,678
1512,2899
1513,3155
1514,2280
1515,164
1516,408
1517,2627
1518,1049
1519,582
1520,1497
1521,891
1522,594
1523,576
1524,3095
1525,992
1526,2324
1527,1830
1528,980
1529,305
1530,3213
1531,2247
1532,836
1533,462
1534,102
1535,692
1536,342
1537,3115
1538,392
1539,3138
1540,169
1541,3218
1542,448
1543,299
1544,3162
1545,249
1546,3109
1547,1444
1548,58
1549,1318
1550,390
1551,843
1552,783
1553,236
1554,1445
1555,2354
1556,1846
1557,479
1558,104
1559,1309
1560,11
1561,717
1562,1269
1563,2659
1564,385
1565,1369
1566,1910
1567,1574
1568,1684
1569,5
1570,211
1571,2974
1572,761
1573,277
1574,803
1575,919
1576,682
1577,335
1578,733
1579,668
1580,2812
1581,373
1582,948
1583,610
1584,3111
1585,854
1586,2029
1587,1590
1588,3125
1589,460
1590,3112
1591,926
1592,336
1593,328
1594,2122
1595,2410
1596,326
1597,257
1598,323
1599,3156
1600,480
1601,47
1602,3101
1603,442
1604,1589
1605,89
1606,101
1607,3187
1608,412
1609,739
1610,1614
1611,758
1612,1934
1613,792
1614,2612
1615,2741
1616,785
1617,1660
1618,246
1619,2007
1620,899
1621,283
1622,2805
1623,369
1624,2715
1625,3071
1626,389
1627,984
1628,3178
1629,3182
1630,3188
1631,1280
1632,1025
1633,967
1634,3098
1635,3164
1636,3149
1637,387
1638,339
1639,751
1640,713
1641,115
1642,835
1643,73
1644,2246
1645,738
1646,603
1647,1990
1648,896
1649,2072
1650,1738
1651,242
1652,775
1653,611
1654,422
1655,411
1656,293
1657,628
1658,3145
1659,1544
1660,28
1661,542
1662,191
1663,3094
1664,1952
1665,3097
1666,552
1667,815
1668,2217
1669,2765
1670,2941
1671,2039
1672,2700
1673,774
1674,989
1675,515
1676,2294
1677,3147
1678,2975
1679,92
1680,228
1681,701
1682,475
1683,1849
1684,856
1685,1341
1686,3069
1687,549
1688,502
1689,2284
1690,2015
1691,1268
1692,1294
1693,175
1694,492
1695,56
1696,2433
1697,638
1698,2285
1699,3039
1700,35
1701,3015
1702,1850
1703,2333
1704,871
1705,1895
1706,810
1707,9
1708,1573
1709,2115
1710,1621
1711,81
1712,120
1713,1086
1714,1946
1715,2811
1716,1543
1717,292
1718,303
1719,817
1720,511
1721,1522
1722,2752
1723,54
1724,887
1725,344
1726,447
1727,2443
1728,1752
1729,1646
1730,7
1731,1824
1732,156
1733,1975
1734,345
1735,696
1736,2201
1737,3176
1738,1106
1739,3056
1740,769
1741,2444
1742,706
1743,1890
1744,2095
1745,2229
1746,653
1747,1270
1748,397
1749,3222
1750,3131
1751,106
1752,2288
1753,239
1754,1012
1755,3017
1756,2618
1757,149
1758,1644
1759,431
1760,3102
1761,596
1762,2403
1763,477
1764,134
1765,281
1766,2989
1767,3180
1768,1751
1769,964
1770,2441
1771,2081
1772,1158
1773,906
1774,2676
1775,3023
1776,312
1777,791
1778,868
1779,2905
1780,254
1781,1202
1782,1281
1783,2984
1784,724
1785,1905
1786,865
1787,1734
1788,410
1789,513
1790,52
1791,2374
1792,2097
1793,1039
1794,1756
1795,757
1796,999
1797,10
1798,2558
1799,1774
1800,2713
1801,1448
1802,394
1803,2362
1804,859
1805,723
1806,839
1807,2871
1808,498
1809,503
1810,189
1811,2592
1812,337
1813,556
1814,921
1815,497
1816,1989
1817,509
1818,2657
1819,40
1820,1971
1821,2961
1822,280
1823,804
1824,636
1825,3214
1826,1247
1827,521
1828,1022
1829,2656
1830,3088
1831,2959
1832,1501
1833,869
1834,560
1835,1304
1836,296
1837,3226
1838,529
1839,330
1840,193
1841,737
1842,1537
1843,44
1844,834
1845,639
1846,2075
1847,1535
1848,29
1849,1915
1850,2862
1851,3086
1852,194
1853,925
1854,874
1855,144
1856,660
1857,1110
1858,1456
1859,1299
1860,430
1861,2963
1862,564
1863,227
1864,155
1865,873
1866,1399
1867,117
1868,3202
1869,741
1870,913
1871,2709
1872,961
1873,25
1874,3152
1875,1397
1876,875
1877,289
1878,2573
1879,4
1880,1722
1881,1881
1882,140
1883,2698
1884,2692
1885,401
1886,2418
1887,659
1888,825
1889,2237
1890,381
1891,2543
1892,86
1893,1373
1894,534
1895,650
1896,2711
1897,3114
1898,2887
1899,1232
1900,1767
1901,1045
1902,173
1903,200
1904,2466
1905,2244
1906,886
1907,2025
1908,2368
1909,893
1910,1421
1911,2696
1912,1186
1913,3119
1914,3173
1915,1176
1916,49
1917,1666
1918,470
1919,1212
1920,138
1921,364
1922,42
1923,2528
1924,1743
1925,3046
1926,32
1927,473
1928,166
1929,904
1930,640
1931,732
1932,304
1933,2116
1934,935
1935,176
1936,573
1937,251
1938,951
1939,2397
1940,1737
1941,765
1942,2360
1943,2393
1944,929
1945,743
1946,709
1947,311
1948,1720
1949,122
1950,1125
1951,863
1952,3229
1953,1647
1954,105
1955,340
1956,801
1957,127
1958,658
1959,2662
1960,67
1961,2631
1962,530
1963,167
1964,522
1965,256
1966,2527
1967,1536
1968,443
1969,27
1970,2966
1971,172
1972,1742
1973,1412
1974,209
1975,188
1976,440
1977,2314
1978,2566
1979,562
1980,433
1981,2278
1982,764
1983,1690
1984,512
1985,676
1986,882
1987,2239
1988,2950
1989,1651
1990,46
1991,143
1992,1667
1993,57
1994,17
1995,2792
1996,1418
1997,3089
1998,2733
1999,1006
2000,995
2001,679
2002,168
2003,930
2004,232
2005,824
2006,187
2007,132
2008,3179
2009,2178
2010,917
2011,16
2012,2903
2013,2163
2014,551
2015,861
2016,150
2017,301
2018,1936
2019,2744
2020,790
2021,2694
2022,456
2023,482
2024,2382
2025,1401
2026,2174
2027,565
2028,1440
2029,1600
2030,2002
2031,846
2032,1455
2033,3183
2034,759
2035,2923
2036,622
2037,3167
2038,1381
2039,1043
2040,221
2041,3201
2042,3059
2043,3170
2044,1014
2045,476
2046,953
2047,3212
2048,974
2049,315
2050,1833
2051,1495
2052,429
2053,471
2054,550
2055,165
2056,399
2057,2035
2058,425
2059,2502
2060,2253
2061,2973
2062,2791
2063,1
2064,1747
2065,555
2066,1577
2067,271
2068,97
2069,598
2070,376
2071,1717
2072,575
2073,107
2074,558
2075,1404
2076,1697
2077,531
2078,693
2079,458
2080,947
2081,51
2082,2170
2083,755
2084,644
2085,1570
2086,959
2087,203
2088,647
2089,673
2090,1699
2091,602
2092,170
2093,65
2094,2747
2095,910
2096,1539
2097,3159
2098,407
2099,2719
2100,3003
2101,708
2102,2660
2103,2756
2104,656
2105,1958
2106,3146
2107,629
2108,3165
2109,2840
2110,1732
2111,21
2112,1559
2113,2867
2114,1673
2115,504
2116,1500
2117,3199
2118,2096
2119,3136
2120,3215
2121,363
2122,690
2123,744
2124,255
2125,525
2126,1442
2127,23
2128,818
2129,589
2130,75
2131,1345
2132,3224
2133,3196
2134,911
2135,1791
2136,1715
2137,3126
2138,2949
2139,847
2140,968
2141,3191
2142,766
2143,261
2144,2722
2145,711
2146,2477
2147,147
2148,3200
2149,3211
2150,3141
2151,2179
2152,677
2153,69
2154,867
2155,1027
2156,118
2157,486
2158,580
2159,838
2160,649
2161,672
2162,457
2163,924
2164,329
2165,1518
2166,954
2167,263
2168,2799
2169,1513
2170,2736
2171,472
2172,722
2173,2794
2174,829
2175,1561
2176,892
2177,116
2178,383
2179,2427
2180,841
2181,831
2182,3230
2183,1512
2184,2243
2185,895
2186,973
2187,77
2188,864
2189,214
2190,36
2191,8
2192,2171
2193,488
2194,2534
2195,931
2196,341
2197,243
2198,1563
2199,489
2200,108
2201,398
2202,1816
2203,45
2204,3192
2205,918
2206,3177
2207,252
2208,3194
2209,734
2210,809
2211,90
2212,2413
2213,1519
2214,1803
2215,3221
2216,3151
2217,3
2218,922
2219,794
2220,674
2221,2956
2222,354
2223,897
2224,2873
2225,446
2226,624
2227,1670
2228,2197
2229,3124
2230,3175
2231,136
2232,3233
2233,94
2234,583
2235,745
2236,1845
2237,114
2238,121
2239,3228
2240,119
2241,3174
2242,3129
2243,736
2244,3232
2245,3063
2246,3166
2247,3110
2248,3206
2249,3184
2250,3223
2251,1019
2252,3195
2253,3157
2254,128
